-7.477209568023681641e-01	4.617134094238281250e+00
-6.537734866142272949e-01	4.010949611663818359e+00
1.754582285881042480e+00	1.795086741447448730e+00
2.553354978561401367e+00	4.224968433380126953e+00
4.872898578643798828e+00	2.807568073272705078e+00
2.986507713794708252e-01	4.021579265594482422e+00
3.736751794815063477e+00	3.459514617919921875e+00
4.215026378631591797e+00	3.251943826675415039e+00
4.309523582458496094e+00	2.750603437423706055e+00
2.090039968490600586e+00	4.629960536956787109e+00
7.348495125770568848e-01	4.405134677886962891e+00
4.015570163726806641e+00	3.334352970123291016e+00
-1.253949999809265137e+00	4.243052959442138672e+00
9.303114414215087891e-01	2.855659246444702148e+00
-3.056726217269897461e+00	5.745765209197998047e+00
3.087929487228393555e-01	2.431077718734741211e+00
-1.788874506950378418e+00	-1.097014546394348145e+00
2.751081228256225586e+00	4.039277076721191406e+00
1.404243826866149902e+00	4.459951877593994141e+00
2.229554176330566406e+00	3.871515512466430664e+00
4.106619358062744141e+00	3.225954771041870117e+00
2.579516649246215820e+00	7.025650739669799805e-01
3.185661315917968750e+00	1.002911925315856934e+00
4.727196216583251953e+00	3.752479791641235352e+00
1.196065306663513184e+00	5.043941020965576172e+00
3.822527408599853516e+00	4.253527641296386719e+00
2.182424068450927734e+00	1.475698590278625488e+00
-3.480643033981323242e-01	3.650774478912353516e+00
1.866999268531799316e+00	1.554471492767333984e+00
2.943324327468872070e+00	4.044126033782958984e+00
5.023154258728027344e+00	4.015339374542236328e+00
3.034039974212646484e+00	3.881300210952758789e+00
2.228651285171508789e+00	3.748665571212768555e+00
2.695304870605468750e+00	3.474812269210815430e+00
2.221433162689208984e+00	3.539553403854370117e+00
2.902502059936523438e+00	-1.865887761116027832e+00
2.262036561965942383e+00	3.072238683700561523e+00
1.204931259155273438e+00	5.902788639068603516e+00
5.051743984222412109e-01	4.722439289093017578e+00
3.264663457870483398e+00	4.349766254425048828e+00
3.223830461502075195e+00	3.735268115997314453e+00
4.748528480529785156e+00	2.735182523727416992e+00
2.334274530410766602e+00	4.529408454895019531e+00
1.706451177597045898e+00	-3.339117288589477539e+00
2.219693899154663086e+00	2.080089092254638672e+00
1.310775160789489746e+00	5.016949176788330078e+00
2.118220567703247070e+00	3.271626472473144531e+00
3.086244344711303711e+00	3.662867307662963867e+00
-3.219761133193969727e+00	5.749006271362304688e+00
2.907284975051879883e+00	4.688313007354736328e+00
-7.293850183486938477e-01	4.013524055480957031e+00
2.182498931884765625e+00	3.755817413330078125e+00
-2.068391740322113037e-01	1.806461453437805176e+00
1.872486472129821777e+00	-3.084103345870971680e+00
3.342520713806152344e+00	9.650455117225646973e-01
6.557770967483520508e-01	2.179525613784790039e+00
-2.506227970123291016e+00	5.768221855163574219e+00
1.473579764366149902e+00	3.942330837249755859e+00
2.944112539291381836e+00	3.092365026473999023e+00
-1.462348341941833496e+00	4.037919998168945312e+00
3.014610528945922852e+00	7.022517919540405273e-01
2.049338579177856445e+00	1.609843611717224121e+00
3.633308410644531250e+00	-1.747780799865722656e+00
2.054160594940185547e+00	4.199108600616455078e+00
-1.464465141296386719e+00	4.005670547485351562e+00
-1.613584756851196289e+00	4.660263538360595703e+00
